dataset,modo,threads,schedule,chunk,block,rep,iters,sse_final,time_ms,median_ms,h2d_ms,kernel_ms,d2h_ms,total_ms
g,omp,2,dynamic,1,NA,3,3,333373.975493,163.591,NA,NA,NA,NA,NA
g,omp,2,dynamic,1,NA,4,3,333373.975493,158.956,NA,NA,NA,NA,NA
g,omp,2,dynamic,1,NA,5,3,333373.975493,134.971,NA,NA,NA,NA,NA
g,omp,2,dynamic,1,NA,0,NA,NA,NA,158.956,NA,NA,NA,NA
g,omp,4,dynamic,1,NA,1,3,333373.975493,141.133,NA,NA,NA,NA,NA
g,omp,4,dynamic,1,NA,2,3,333373.975493,141.506,NA,NA,NA,NA,NA
g,omp,4,dynamic,1,NA,3,3,333373.975493,158.992,NA,NA,NA,NA,NA
g,omp,4,dynamic,1,NA,4,3,333373.975493,145.435,NA,NA,NA,NA,NA
g,omp,4,dynamic,1,NA,5,3,333373.975493,133.748,NA,NA,NA,NA,NA
g,omp,4,dynamic,1,NA,0,NA,NA,NA,141.506,NA,NA,NA,NA
g,omp,8,dynamic,1,NA,1,3,333373.975493,135.204,NA,NA,NA,NA,NA
g,omp,8,dynamic,1,NA,2,3,333373.975493,157.444,NA,NA,NA,NA,NA
g,omp,8,dynamic,1,NA,3,3,333373.975493,135.316,NA,NA,NA,NA,NA
g,omp,8,dynamic,1,NA,4,3,333373.975493,152.298,NA,NA,NA,NA,NA
g,omp,8,dynamic,1,NA,5,3,333373.975493,145.049,NA,NA,NA,NA,NA
g,omp,8,dynamic,1,NA,0,NA,NA,NA,145.049,NA,NA,NA,NA
g,omp,16,dynamic,1,NA,1,3,333373.975493,144.788,NA,NA,NA,NA,NA
g,omp,16,dynamic,1,NA,2,3,333373.975493,129.857,NA,NA,NA,NA,NA
g,omp,16,dynamic,1,NA,3,3,333373.975493,151.747,NA,NA,NA,NA,NA
g,omp,16,dynamic,1,NA,4,3,333373.975493,143.534,NA,NA,NA,NA,NA
g,omp,16,dynamic,1,NA,5,3,333373.975493,146.749,NA,NA,NA,NA,NA
g,omp,16,dynamic,1,NA,0,NA,NA,NA,144.788,NA,NA,NA,NA
g,omp,1,dynamic,64,NA,1,3,333373.975493,39.463,NA,NA,NA,NA,NA
g,omp,1,dynamic,64,NA,2,3,333373.975493,41.142,NA,NA,NA,NA,NA
g,omp,1,dynamic,64,NA,3,3,333373.975493,39.661,NA,NA,NA,NA,NA
g,omp,1,dynamic,64,NA,4,3,333373.975493,46.042,NA,NA,NA,NA,NA
g,omp,1,dynamic,64,NA,5,3,333373.975493,44.527,NA,NA,NA,NA,NA
g,omp,1,dynamic,64,NA,0,NA,NA,NA,41.142,NA,NA,NA,NA
g,omp,2,dynamic,64,NA,1,3,333373.975493,25.508,NA,NA,NA,NA,NA
g,omp,2,dynamic,64,NA,2,3,333373.975493,31.669,NA,NA,NA,NA,NA
g,omp,2,dynamic,64,NA,3,3,333373.975493,26.706,NA,NA,NA,NA,NA
g,omp,2,dynamic,64,NA,4,3,333373.975493,26.775,NA,NA,NA,NA,NA
g,omp,2,dynamic,64,NA,5,3,333373.975493,25.233,NA,NA,NA,NA,NA
g,omp,2,dynamic,64,NA,0,NA,NA,NA,26.706,NA,NA,NA,NA
g,omp,4,dynamic,64,NA,1,3,333373.975493,23.571,NA,NA,NA,NA,NA
g,omp,4,dynamic,64,NA,2,3,333373.975493,26.354,NA,NA,NA,NA,NA
g,omp,4,dynamic,64,NA,3,3,333373.975493,21.683,NA,NA,NA,NA,NA
g,omp,4,dynamic,64,NA,4,3,333373.975493,22.745,NA,NA,NA,NA,NA
g,omp,4,dynamic,64,NA,5,3,333373.975493,20.586,NA,NA,NA,NA,NA
g,omp,4,dynamic,64,NA,0,NA,NA,NA,22.745,NA,NA,NA,NA
g,omp,8,dynamic,64,NA,1,3,333373.975493,15.147,NA,NA,NA,NA,NA
g,omp,8,dynamic,64,NA,2,3,333373.975493,15.376,NA,NA,NA,NA,NA
g,omp,8,dynamic,64,NA,3,3,333373.975493,17.418,NA,NA,NA,NA,NA
g,omp,8,dynamic,64,NA,4,3,333373.975493,15.517,NA,NA,NA,NA,NA
g,omp,8,dynamic,64,NA,5,3,333373.975493,13.631,NA,NA,NA,NA,NA
g,omp,8,dynamic,64,NA,0,NA,NA,NA,15.376,NA,NA,NA,NA
g,omp,16,dynamic,64,NA,1,3,333373.975493,43.733,NA,NA,NA,NA,NA
g,omp,16,dynamic,64,NA,2,3,333373.975493,45.015,NA,NA,NA,NA,NA
g,omp,16,dynamic,64,NA,3,3,333373.975493,45.327,NA,NA,NA,NA,NA
g,omp,16,dynamic,64,NA,4,3,333373.975493,79.210,NA,NA,NA,NA,NA
g,omp,16,dynamic,64,NA,5,3,333373.975493,74.283,NA,NA,NA,NA,NA
g,omp,16,dynamic,64,NA,0,NA,NA,NA,45.327,NA,NA,NA,NA
g,omp,1,dynamic,256,NA,1,3,333373.975493,40.498,NA,NA,NA,NA,NA
g,omp,1,dynamic,256,NA,2,3,333373.975493,42.987,NA,NA,NA,NA,NA
g,omp,1,dynamic,256,NA,3,3,333373.975493,46.794,NA,NA,NA,NA,NA
g,omp,1,dynamic,256,NA,4,3,333373.975493,38.701,NA,NA,NA,NA,NA
g,omp,1,dynamic,256,NA,5,3,333373.975493,37.653,NA,NA,NA,NA,NA
g,omp,1,dynamic,256,NA,0,NA,NA,NA,40.498,NA,NA,NA,NA
g,omp,2,dynamic,256,NA,1,3,333373.975493,27.473,NA,NA,NA,NA,NA
g,omp,2,dynamic,256,NA,2,3,333373.975493,24.403,NA,NA,NA,NA,NA
g,omp,2,dynamic,256,NA,3,3,333373.975493,29.637,NA,NA,NA,NA,NA
g,omp,2,dynamic,256,NA,4,3,333373.975493,30.026,NA,NA,NA,NA,NA
g,omp,2,dynamic,256,NA,5,3,333373.975493,27.311,NA,NA,NA,NA,NA
g,omp,2,dynamic,256,NA,0,NA,NA,NA,27.473,NA,NA,NA,NA
g,omp,4,dynamic,256,NA,1,3,333373.975493,22.144,NA,NA,NA,NA,NA
g,omp,4,dynamic,256,NA,2,3,333373.975493,23.171,NA,NA,NA,NA,NA
g,omp,4,dynamic,256,NA,3,3,333373.975493,19.444,NA,NA,NA,NA,NA
g,omp,4,dynamic,256,NA,4,3,333373.975493,19.714,NA,NA,NA,NA,NA
g,omp,4,dynamic,256,NA,5,3,333373.975493,28.582,NA,NA,NA,NA,NA
g,omp,4,dynamic,256,NA,0,NA,NA,NA,22.144,NA,NA,NA,NA
g,omp,8,dynamic,256,NA,1,3,333373.975493,12.063,NA,NA,NA,NA,NA
g,omp,8,dynamic,256,NA,2,3,333373.975493,13.495,NA,NA,NA,NA,NA
g,omp,8,dynamic,256,NA,3,3,333373.975493,15.417,NA,NA,NA,NA,NA
g,omp,8,dynamic,256,NA,4,3,333373.975493,11.882,NA,NA,NA,NA,NA
g,omp,8,dynamic,256,NA,5,3,333373.975493,14.076,NA,NA,NA,NA,NA
g,omp,8,dynamic,256,NA,0,NA,NA,NA,13.495,NA,NA,NA,NA
g,omp,16,dynamic,256,NA,1,3,333373.975493,39.754,NA,NA,NA,NA,NA
g,omp,16,dynamic,256,NA,2,3,333373.975493,40.847,NA,NA,NA,NA,NA
g,omp,16,dynamic,256,NA,3,3,333373.975493,45.255,NA,NA,NA,NA,NA
g,omp,16,dynamic,256,NA,4,3,333373.975493,45.222,NA,NA,NA,NA,NA
g,omp,16,dynamic,256,NA,5,3,333373.975493,47.182,NA,NA,NA,NA,NA
g,omp,16,dynamic,256,NA,0,NA,NA,NA,45.222,NA,NA,NA,NA
g,omp,1,dynamic,1024,NA,1,3,333373.975493,38.094,NA,NA,NA,NA,NA
g,omp,1,dynamic,1024,NA,2,3,333373.975493,39.597,NA,NA,NA,NA,NA
g,omp,1,dynamic,1024,NA,3,3,333373.975493,40.480,NA,NA,NA,NA,NA
g,omp,1,dynamic,1024,NA,4,3,333373.975493,42.513,NA,NA,NA,NA,NA
g,omp,1,dynamic,1024,NA,5,3,333373.975493,40.660,NA,NA,NA,NA,NA
g,omp,1,dynamic,1024,NA,0,NA,NA,NA,40.480,NA,NA,NA,NA
g,omp,2,dynamic,1024,NA,1,3,333373.975493,24.359,NA,NA,NA,NA,NA
g,omp,2,dynamic,1024,NA,2,3,333373.975493,25.296,NA,NA,NA,NA,NA
g,omp,2,dynamic,1024,NA,3,3,333373.975493,24.247,NA,NA,NA,NA,NA
g,omp,2,dynamic,1024,NA,4,3,333373.975493,25.381,NA,NA,NA,NA,NA
g,omp,2,dynamic,1024,NA,5,3,333373.975493,23.673,NA,NA,NA,NA,NA
g,omp,2,dynamic,1024,NA,0,NA,NA,NA,24.359,NA,NA,NA,NA
g,omp,4,dynamic,1024,NA,1,3,333373.975493,19.185,NA,NA,NA,NA,NA
g,omp,4,dynamic,1024,NA,2,3,333373.975493,19.829,NA,NA,NA,NA,NA
g,omp,4,dynamic,1024,NA,3,3,333373.975493,20.830,NA,NA,NA,NA,NA
g,omp,4,dynamic,1024,NA,4,3,333373.975493,16.891,NA,NA,NA,NA,NA
g,omp,4,dynamic,1024,NA,5,3,333373.975493,19.971,NA,NA,NA,NA,NA
g,omp,4,dynamic,1024,NA,0,NA,NA,NA,19.829,NA,NA,NA,NA
g,omp,8,dynamic,1024,NA,1,3,333373.975493,13.914,NA,NA,NA,NA,NA
g,omp,8,dynamic,1024,NA,2,3,333373.975493,15.040,NA,NA,NA,NA,NA
g,omp,8,dynamic,1024,NA,3,3,333373.975493,9.816,NA,NA,NA,NA,NA
g,omp,8,dynamic,1024,NA,4,3,333373.975493,12.894,NA,NA,NA,NA,NA
g,omp,8,dynamic,1024,NA,5,3,333373.975493,10.801,NA,NA,NA,NA,NA
g,omp,8,dynamic,1024,NA,0,NA,NA,NA,12.894,NA,NA,NA,NA
g,omp,16,dynamic,1024,NA,1,3,333373.975493,40.532,NA,NA,NA,NA,NA
g,omp,16,dynamic,1024,NA,2,3,333373.975493,36.501,NA,NA,NA,NA,NA
g,omp,16,dynamic,1024,NA,3,3,333373.975493,40.197,NA,NA,NA,NA,NA
g,omp,16,dynamic,1024,NA,4,3,333373.975493,45.422,NA,NA,NA,NA,NA
g,omp,16,dynamic,1024,NA,5,3,333373.975493,45.171,NA,NA,NA,NA,NA
g,omp,16,dynamic,1024,NA,0,NA,NA,NA,40.532,NA,NA,NA,NA
p,mpi,1,NA,NA,NA,1,3,3307.377030,0.279,NA,NA,NA,NA,0.279
p,mpi,1,NA,NA,NA,2,3,3307.377030,0.293,NA,NA,NA,NA,0.293
p,mpi,1,NA,NA,NA,3,3,3307.377030,0.204,NA,NA,NA,NA,0.204
p,mpi,1,NA,NA,NA,4,3,3307.377030,0.201,NA,NA,NA,NA,0.201
p,mpi,1,NA,NA,NA,5,3,3307.377030,0.212,NA,NA,NA,NA,0.212
p,mpi,1,NA,NA,NA,0,NA,NA,NA,0.212,NA,NA,NA,0.212
p,mpi,2,NA,NA,NA,1,3,3307.377030,0.342,NA,NA,NA,NA,0.342
p,mpi,2,NA,NA,NA,2,3,3307.377030,0.275,NA,NA,NA,NA,0.275
p,mpi,2,NA,NA,NA,3,3,3307.377030,0.387,NA,NA,NA,NA,0.387
p,mpi,2,NA,NA,NA,4,3,3307.377030,0.198,NA,NA,NA,NA,0.198
p,mpi,2,NA,NA,NA,5,3,3307.377030,0.244,NA,NA,NA,NA,0.244
p,mpi,2,NA,NA,NA,0,NA,NA,NA,0.275,NA,NA,NA,0.275
p,mpi,4,NA,NA,NA,1,3,3307.377030,0.391,NA,NA,NA,NA,0.391
p,mpi,4,NA,NA,NA,2,3,3307.377030,0.353,NA,NA,NA,NA,0.353
p,mpi,4,NA,NA,NA,3,3,3307.377030,0.398,NA,NA,NA,NA,0.398
p,mpi,4,NA,NA,NA,4,3,3307.377030,0.404,NA,NA,NA,NA,0.404
p,mpi,4,NA,NA,NA,5,3,3307.377030,0.272,NA,NA,NA,NA,0.272
p,mpi,4,NA,NA,NA,0,NA,NA,NA,0.391,NA,NA,NA,0.391
p,mpi,8,NA,NA,NA,1,3,3307.377030,0.426,NA,NA,NA,NA,0.426
p,mpi,8,NA,NA,NA,2,3,3307.377030,0.346,NA,NA,NA,NA,0.346
p,mpi,8,NA,NA,NA,3,3,3307.377030,0.452,NA,NA,NA,NA,0.452
p,mpi,8,NA,NA,NA,4,3,3307.377030,0.321,NA,NA,NA,NA,0.321
p,mpi,8,NA,NA,NA,5,3,3307.377030,0.510,NA,NA,NA,NA,0.510
p,mpi,8,NA,NA,NA,0,NA,NA,NA,0.426,NA,NA,NA,0.426
m,mpi,1,NA,NA,NA,1,3,33447.299806,2.548,NA,NA,NA,NA,2.548
m,mpi,1,NA,NA,NA,2,3,33447.299806,2.654,NA,NA,NA,NA,2.654
m,mpi,1,NA,NA,NA,3,3,33447.299806,2.724,NA,NA,NA,NA,2.724
m,mpi,1,NA,NA,NA,4,3,33447.299806,3.147,NA,NA,NA,NA,3.147
m,mpi,1,NA,NA,NA,5,3,33447.299806,2.288,NA,NA,NA,NA,2.288
m,mpi,1,NA,NA,NA,0,NA,NA,NA,2.654,NA,NA,NA,2.654
m,mpi,2,NA,NA,NA,1,3,33447.299806,1.790,NA,NA,NA,NA,1.790
m,mpi,2,NA,NA,NA,2,3,33447.299806,1.785,NA,NA,NA,NA,1.785
m,mpi,2,NA,NA,NA,3,3,33447.299806,1.721,NA,NA,NA,NA,1.721
m,mpi,2,NA,NA,NA,4,3,33447.299806,1.905,NA,NA,NA,NA,1.905
m,mpi,2,NA,NA,NA,5,3,33447.299806,2.099,NA,NA,NA,NA,2.099
m,mpi,2,NA,NA,NA,0,NA,NA,NA,1.790,NA,NA,NA,1.790
m,mpi,4,NA,NA,NA,1,3,33447.299806,2.194,NA,NA,NA,NA,2.194
m,mpi,4,NA,NA,NA,2,3,33447.299806,1.499,NA,NA,NA,NA,1.499
m,mpi,4,NA,NA,NA,3,3,33447.299806,1.837,NA,NA,NA,NA,1.837
m,mpi,4,NA,NA,NA,4,3,33447.299806,2.607,NA,NA,NA,NA,2.607
m,mpi,4,NA,NA,NA,5,3,33447.299806,2.010,NA,NA,NA,NA,2.010
m,mpi,4,NA,NA,NA,0,NA,NA,NA,2.010,NA,NA,NA,2.010
m,mpi,8,NA,NA,NA,1,3,33447.299806,2.308,NA,NA,NA,NA,2.308
m,mpi,8,NA,NA,NA,2,3,33447.299806,2.179,NA,NA,NA,NA,2.179
m,mpi,8,NA,NA,NA,3,3,33447.299806,2.407,NA,NA,NA,NA,2.407
m,mpi,8,NA,NA,NA,4,3,33447.299806,1.521,NA,NA,NA,NA,1.521
m,mpi,8,NA,NA,NA,5,3,33447.299806,1.509,NA,NA,NA,NA,1.509
m,mpi,8,NA,NA,NA,0,NA,NA,NA,2.179,NA,NA,NA,2.179
g,mpi,1,NA,NA,NA,1,3,333373.975493,44.929,NA,NA,NA,NA,44.929
g,mpi,1,NA,NA,NA,2,3,333373.975493,43.858,NA,NA,NA,NA,43.858
g,mpi,1,NA,NA,NA,3,3,333373.975493,47.841,NA,NA,NA,NA,47.841
g,mpi,1,NA,NA,NA,4,3,333373.975493,44.969,NA,NA,NA,NA,44.969
g,mpi,1,NA,NA,NA,5,3,333373.975493,46.330,NA,NA,NA,NA,46.330
g,mpi,1,NA,NA,NA,0,NA,NA,NA,44.969,NA,NA,NA,44.969
g,mpi,2,NA,NA,NA,1,3,333373.975493,26.364,NA,NA,NA,NA,26.364
g,mpi,2,NA,NA,NA,2,3,333373.975493,29.796,NA,NA,NA,NA,29.796
g,mpi,2,NA,NA,NA,3,3,333373.975493,28.503,NA,NA,NA,NA,28.503
g,mpi,2,NA,NA,NA,4,3,333373.975493,36.721,NA,NA,NA,NA,36.721
g,mpi,2,NA,NA,NA,5,3,333373.975493,28.312,NA,NA,NA,NA,28.312
g,mpi,2,NA,NA,NA,0,NA,NA,NA,28.503,NA,NA,NA,28.503
g,mpi,4,NA,NA,NA,1,3,333373.975493,31.311,NA,NA,NA,NA,31.311
g,mpi,4,NA,NA,NA,2,3,333373.975493,20.407,NA,NA,NA,NA,20.407
g,mpi,4,NA,NA,NA,3,3,333373.975493,25.295,NA,NA,NA,NA,25.295
g,mpi,4,NA,NA,NA,4,3,333373.975493,30.833,NA,NA,NA,NA,30.833
g,mpi,4,NA,NA,NA,5,3,333373.975493,18.678,NA,NA,NA,NA,18.678
g,mpi,4,NA,NA,NA,0,NA,NA,NA,25.295,NA,NA,NA,25.295
g,mpi,8,NA,NA,NA,1,3,333373.975493,21.878,NA,NA,NA,NA,21.878
g,mpi,8,NA,NA,NA,2,3,333373.975493,19.966,NA,NA,NA,NA,19.966
g,mpi,8,NA,NA,NA,3,3,333373.975493,19.974,NA,NA,NA,NA,19.974
g,mpi,8,NA,NA,NA,4,3,333373.975493,21.513,NA,NA,NA,NA,21.513
g,mpi,8,NA,NA,NA,5,3,333373.975493,21.448,NA,NA,NA,NA,21.448
g,mpi,8,NA,NA,NA,0,NA,NA,NA,21.448,NA,NA,NA,21.448
